data downloaded april 25, from https://delphi.cmu.edu/covidcast/indicator/?date=20210419&sensor=fb-survey-smoothed_hh_cmnty_cli and https://delphi.cmu.edu/covidcast/; download from menu covidcast -> explore an indicator; this file is the indicator COVID-Like Symptoms (the value column... and is per 100 individuals ),,,,,,,,
geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
ut,smoothed_cli,3/31/2021,4/5/2021,5,0.5029986,0.1345891,2190.4106,state,fb-survey
va,smoothed_cli,3/31/2021,4/5/2021,5,0.753258,0.0917043,7365.7409,state,fb-survey
vt,smoothed_cli,3/31/2021,4/5/2021,5,0.5295354,0.2397422,790.0008,state,fb-survey
wa,smoothed_cli,3/31/2021,4/5/2021,5,0.4461797,0.0711535,6585.8163,state,fb-survey
wi,smoothed_cli,3/31/2021,4/5/2021,5,0.6327638,0.1024166,5079.9955,state,fb-survey
wv,smoothed_cli,3/31/2021,4/5/2021,5,0.8845302,0.1903863,1999.0571,state,fb-survey
wy,smoothed_cli,3/31/2021,4/5/2021,5,0.3139381,0.2119212,604.862,state,fb-survey
ak,smoothed_cli,4/1/2021,4/6/2021,5,0.709707,0.2728452,728,state,fb-survey
al,smoothed_cli,4/1/2021,4/6/2021,5,0.6857126,0.1230961,3469.0909,state,fb-survey
ar,smoothed_cli,4/1/2021,4/6/2021,5,0.6884376,0.1574188,2323.9032,state,fb-survey
az,smoothed_cli,4/1/2021,4/6/2021,5,0.4260957,0.08222,4856.9572,state,fb-survey
ca,smoothed_cli,4/1/2021,4/6/2021,5,0.417035,0.0394896,21764.3633,state,fb-survey
co,smoothed_cli,4/1/2021,4/6/2021,5,0.4450343,0.0844295,4726.7899,state,fb-survey
ct,smoothed_cli,4/1/2021,4/6/2021,5,0.4296983,0.0993223,3556,state,fb-survey
dc,smoothed_cli,4/1/2021,4/6/2021,5,0.6794281,0.3527847,403,state,fb-survey
de,smoothed_cli,4/1/2021,4/6/2021,5,0.5922647,0.2134669,1081,state,fb-survey
fl,smoothed_cli,4/1/2021,4/6/2021,5,0.6785941,0.0569634,16580.9989,state,fb-survey
ga,smoothed_cli,4/1/2021,4/6/2021,5,0.7006895,0.0981386,5889.9322,state,fb-survey
hi,smoothed_cli,4/1/2021,4/6/2021,5,0.5328563,0.2072613,1083,state,fb-survey
ia,smoothed_cli,4/1/2021,4/6/2021,5,0.9780217,0.1547332,3516.7259,state,fb-survey
id,smoothed_cli,4/1/2021,4/6/2021,5,0.9299771,0.1934583,1846.8718,state,fb-survey
il,smoothed_cli,4/1/2021,4/6/2021,5,0.5408449,0.0652262,10367.0214,state,fb-survey
in,smoothed_cli,4/1/2021,4/6/2021,5,0.8496824,0.1114354,5464.0119,state,fb-survey
ks,smoothed_cli,4/1/2021,4/6/2021,5,0.698433,0.1439828,2640.0596,state,fb-survey
ky,smoothed_cli,4/1/2021,4/6/2021,5,0.6288388,0.117261,3732.2786,state,fb-survey
la,smoothed_cli,4/1/2021,4/6/2021,5,0.9156916,0.1493952,3365.3683,state,fb-survey
ma,smoothed_cli,4/1/2021,4/6/2021,5,0.5145394,0.0966595,4599.012,state,fb-survey
md,smoothed_cli,4/1/2021,4/6/2021,5,0.5498841,0.1039033,4099.9983,state,fb-survey
me,smoothed_cli,4/1/2021,4/6/2021,5,0.5816871,0.1525346,1862.2234,state,fb-survey
mi,smoothed_cli,4/1/2021,4/6/2021,5,1.1662248,0.0889805,12212.0172,state,fb-survey
mn,smoothed_cli,4/1/2021,4/6/2021,5,0.5155156,0.0957477,4296.5076,state,fb-survey
mo,smoothed_cli,4/1/2021,4/6/2021,5,0.5799365,0.0970027,4614.7055,state,fb-survey
ms,smoothed_cli,4/1/2021,4/6/2021,5,0.6439402,0.1648032,2235.6686,state,fb-survey
mt,smoothed_cli,4/1/2021,4/6/2021,5,0.7073797,0.2271787,1247.2371,state,fb-survey
nc,smoothed_cli,4/1/2021,4/6/2021,5,0.5846888,0.0768554,7703.0113,state,fb-survey
nd,smoothed_cli,4/1/2021,4/6/2021,5,0.9109866,0.327418,714.0927,state,fb-survey
ne,smoothed_cli,4/1/2021,4/6/2021,5,1.084199,0.2288675,1791.1451,state,fb-survey
nh,smoothed_cli,4/1/2021,4/6/2021,5,0.7115271,0.192721,1592.7766,state,fb-survey
nj,smoothed_cli,4/1/2021,4/6/2021,5,0.8057538,0.1041867,6060.9977,state,fb-survey
nm,smoothed_cli,4/1/2021,4/6/2021,5,0.5482605,0.1353115,2644.7497,state,fb-survey
nv,smoothed_cli,4/1/2021,4/6/2021,5,0.4960805,0.1572678,1867.0912,state,fb-survey
ny,smoothed_cli,4/1/2021,4/6/2021,5,0.6324896,0.0641481,12474.001,state,fb-survey
oh,smoothed_cli,4/1/2021,4/6/2021,5,0.7083525,0.0776963,9878.9943,state,fb-survey
ok,smoothed_cli,4/1/2021,4/6/2021,5,0.9030119,0.1477769,3338.8108,state,fb-survey
or,smoothed_cli,4/1/2021,4/6/2021,5,0.4104415,0.0990449,3753.9394,state,fb-survey
pa,smoothed_cli,4/1/2021,4/6/2021,5,0.8633932,0.0791972,11138.0065,state,fb-survey
ri,smoothed_cli,4/1/2021,4/6/2021,5,0.6506666,0.2334018,971.988,state,fb-survey
sc,smoothed_cli,4/1/2021,4/6/2021,5,0.7765795,0.1158381,4573.0038,state,fb-survey
sd,smoothed_cli,4/1/2021,4/6/2021,5,0.8968429,0.2890884,902.0978,state,fb-survey
tn,smoothed_cli,4/1/2021,4/6/2021,5,0.8145618,0.108958,5210.6976,state,fb-survey
tx,smoothed_cli,4/1/2021,4/6/2021,5,0.7132767,0.0574292,16726.2756,state,fb-survey
ut,smoothed_cli,4/1/2021,4/6/2021,5,0.5516148,0.1470747,2148.4982,state,fb-survey
va,smoothed_cli,4/1/2021,4/6/2021,5,0.6885659,0.087285,7341.5199,state,fb-survey
vt,smoothed_cli,4/1/2021,4/6/2021,5,0.4363106,0.2041803,806.0008,state,fb-survey
wa,smoothed_cli,4/1/2021,4/6/2021,5,0.5205672,0.0781482,6614.8174,state,fb-survey
wi,smoothed_cli,4/1/2021,4/6/2021,5,0.5609484,0.0950022,5030.9782,state,fb-survey
wv,smoothed_cli,4/1/2021,4/6/2021,5,0.8394741,0.1853582,2021.1065,state,fb-survey
wy,smoothed_cli,4/1/2021,4/6/2021,5,0.3170564,0.2140245,598.9636,state,fb-survey
ak,smoothed_cli,4/2/2021,4/7/2021,5,0.6545115,0.2698743,713,state,fb-survey
al,smoothed_cli,4/2/2021,4/7/2021,5,0.7338001,0.1279926,3480.0902,state,fb-survey
ar,smoothed_cli,4/2/2021,4/7/2021,5,0.575827,0.1425607,2344.2734,state,fb-survey
az,smoothed_cli,4/2/2021,4/7/2021,5,0.4375069,0.0848352,4814.4314,state,fb-survey
ca,smoothed_cli,4/2/2021,4/7/2021,5,0.3906374,0.0382114,21762.4073,state,fb-survey
co,smoothed_cli,4/2/2021,4/7/2021,5,0.495273,0.0899853,4715.7846,state,fb-survey
ct,smoothed_cli,4/2/2021,4/7/2021,5,0.52525,0.1104627,3560,state,fb-survey
dc,smoothed_cli,4/2/2021,4/7/2021,5,0.3064592,0.2208241,404,state,fb-survey
de,smoothed_cli,4/2/2021,4/7/2021,5,0.5966618,0.2107479,1087,state,fb-survey
fl,smoothed_cli,4/2/2021,4/7/2021,5,0.6633254,0.0563423,16450.9995,state,fb-survey
ga,smoothed_cli,4/2/2021,4/7/2021,5,0.6338559,0.0918831,5900.9348,state,fb-survey
hi,smoothed_cli,4/2/2021,4/7/2021,5,0.5338421,0.207643,1081,state,fb-survey
ia,smoothed_cli,4/2/2021,4/7/2021,5,0.9753401,0.1540588,3519.655,state,fb-survey
id,smoothed_cli,4/2/2021,4/7/2021,5,0.9779094,0.2014756,1816.8625,state,fb-survey
il,smoothed_cli,4/2/2021,4/7/2021,5,0.5759384,0.0667109,10353.0216,state,fb-survey
in,smoothed_cli,4/2/2021,4/7/2021,5,0.7625114,0.1055552,5424.0041,state,fb-survey
ks,smoothed_cli,4/2/2021,4/7/2021,5,0.7141997,0.1480071,2640.1161,state,fb-survey
ky,smoothed_cli,4/2/2021,4/7/2021,5,0.5464966,0.1073656,3722.2812,state,fb-survey
la,smoothed_cli,4/2/2021,4/7/2021,5,0.9286353,0.1523148,3311.9981,state,fb-survey
ma,smoothed_cli,4/2/2021,4/7/2021,5,0.54892,0.0981049,4681.015,state,fb-survey
md,smoothed_cli,4/2/2021,4/7/2021,5,0.6014378,0.1077884,4166.9987,state,fb-survey
me,smoothed_cli,4/2/2021,4/7/2021,5,0.6301341,0.164207,1875.2234,state,fb-survey
mi,smoothed_cli,4/2/2021,4/7/2021,5,1.1491012,0.0869733,12277.0175,state,fb-survey
mn,smoothed_cli,4/2/2021,4/7/2021,5,0.5478541,0.0990298,4333.4278,state,fb-survey
mo,smoothed_cli,4/2/2021,4/7/2021,5,0.5056745,0.0918851,4621.7051,state,fb-survey
ms,smoothed_cli,4/2/2021,4/7/2021,5,0.7480013,0.1734161,2258.7967,state,fb-survey
mt,smoothed_cli,4/2/2021,4/7/2021,5,0.8865213,0.2591417,1190.2831,state,fb-survey
nc,smoothed_cli,4/2/2021,4/7/2021,5,0.6327632,0.0802625,7742.0111,state,fb-survey
nd,smoothed_cli,4/2/2021,4/7/2021,5,0.9930447,0.3378645,718.9299,state,fb-survey
ne,smoothed_cli,4/2/2021,4/7/2021,5,1.095973,0.2271122,1808.1955,state,fb-survey
nh,smoothed_cli,4/2/2021,4/7/2021,5,0.6884383,0.1910363,1597.7766,state,fb-survey
nj,smoothed_cli,4/2/2021,4/7/2021,5,0.8681678,0.1082623,6113.9978,state,fb-survey
nm,smoothed_cli,4/2/2021,4/7/2021,5,0.5871473,0.1422689,2607.2496,state,fb-survey
nv,smoothed_cli,4/2/2021,4/7/2021,5,0.5738471,0.1673189,1862.0473,state,fb-survey
ny,smoothed_cli,4/2/2021,4/7/2021,5,0.5940177,0.0615243,12655.0004,state,fb-survey
oh,smoothed_cli,4/2/2021,4/7/2021,5,0.6932628,0.0761301,9982.0037,state,fb-survey
ok,smoothed_cli,4/2/2021,4/7/2021,5,0.8306517,0.1412555,3330.7534,state,fb-survey
or,smoothed_cli,4/2/2021,4/7/2021,5,0.4120407,0.0982968,3756.9295,state,fb-survey
pa,smoothed_cli,4/2/2021,4/7/2021,5,0.7909589,0.0756809,11173.0061,state,fb-survey
ri,smoothed_cli,4/2/2021,4/7/2021,5,0.6581164,0.2256572,960.985,state,fb-survey
sc,smoothed_cli,4/2/2021,4/7/2021,5,0.7626808,0.1156878,4617.0046,state,fb-survey
sd,smoothed_cli,4/2/2021,4/7/2021,5,0.6400468,0.2379717,905.3157,state,fb-survey
tn,smoothed_cli,4/2/2021,4/7/2021,5,0.7614164,0.1047805,5136.7073,state,fb-survey
tx,smoothed_cli,4/2/2021,4/7/2021,5,0.7169595,0.0578748,16587.2717,state,fb-survey
ut,smoothed_cli,4/2/2021,4/7/2021,5,0.587714,0.1548989,2186.5345,state,fb-survey
va,smoothed_cli,4/2/2021,4/7/2021,5,0.6979208,0.0866926,7400.6263,state,fb-survey
vt,smoothed_cli,4/2/2021,4/7/2021,5,0.4325538,0.2024307,813.001,state,fb-survey
wa,smoothed_cli,4/2/2021,4/7/2021,5,0.5144602,0.0791889,6618.8279,state,fb-survey
wi,smoothed_cli,4/2/2021,4/7/2021,5,0.5785965,0.0982059,5038.9788,state,fb-survey
wv,smoothed_cli,4/2/2021,4/7/2021,5,0.7938309,0.1756733,2010.1563,state,fb-survey
wy,smoothed_cli,4/2/2021,4/7/2021,5,0.2515642,0.2046046,595.9707,state,fb-survey
ak,smoothed_cli,4/3/2021,4/8/2021,5,0.7285974,0.277865,732,state,fb-survey
al,smoothed_cli,4/3/2021,4/8/2021,5,0.7706475,0.1353056,3426.095,state,fb-survey
ar,smoothed_cli,4/3/2021,4/8/2021,5,0.6321264,0.1444632,2378.1279,state,fb-survey
az,smoothed_cli,4/3/2021,4/8/2021,5,0.51618,0.0920221,4831.5007,state,fb-survey
ca,smoothed_cli,4/3/2021,4/8/2021,5,0.405988,0.0392688,21629.4171,state,fb-survey
co,smoothed_cli,4/3/2021,4/8/2021,5,0.5866829,0.1001549,4675.8133,state,fb-survey
ct,smoothed_cli,4/3/2021,4/8/2021,5,0.6038204,0.118284,3566,state,fb-survey
dc,smoothed_cli,4/3/2021,4/8/2021,5,0.3064592,0.2208241,404,state,fb-survey
de,smoothed_cli,4/3/2021,4/8/2021,5,0.4023508,0.1780786,1106,state,fb-survey
fl,smoothed_cli,4/3/2021,4/8/2021,5,0.6598274,0.0560752,16471.9996,state,fb-survey
ga,smoothed_cli,4/3/2021,4/8/2021,5,0.6259124,0.0914938,5886.9416,state,fb-survey
hi,smoothed_cli,4/3/2021,4/8/2021,5,0.4139957,0.1829467,1092,state,fb-survey
ia,smoothed_cli,4/3/2021,4/8/2021,5,0.9698511,0.1533683,3487.7113,state,fb-survey
id,smoothed_cli,4/3/2021,4/8/2021,5,0.9233835,0.1959626,1783.4834,state,fb-survey
il,smoothed_cli,4/3/2021,4/8/2021,5,0.5700783,0.0658893,10339.0221,state,fb-survey
in,smoothed_cli,4/3/2021,4/8/2021,5,0.7463537,0.1024185,5460.004,state,fb-survey
ks,smoothed_cli,4/3/2021,4/8/2021,5,0.6770946,0.1433164,2637.1168,state,fb-survey
ky,smoothed_cli,4/3/2021,4/8/2021,5,0.4976737,0.1005109,3690.2789,state,fb-survey
la,smoothed_cli,4/3/2021,4/8/2021,5,0.818677,0.1440149,3310.9984,state,fb-survey
ma,smoothed_cli,4/3/2021,4/8/2021,5,0.4939453,0.0932596,4679.0165,state,fb-survey
md,smoothed_cli,4/3/2021,4/8/2021,5,0.5612497,0.1024169,4228.998,state,fb-survey
me,smoothed_cli,4/3/2021,4/8/2021,5,0.7361037,0.1846075,1877,state,fb-survey
mi,smoothed_cli,4/3/2021,4/8/2021,5,1.2094165,0.0883783,12340.018,state,fb-survey
mn,smoothed_cli,4/3/2021,4/8/2021,5,0.5213701,0.0941664,4341.4336,state,fb-survey
mo,smoothed_cli,4/3/2021,4/8/2021,5,0.627965,0.1037867,4663.8517,state,fb-survey
ms,smoothed_cli,4/3/2021,4/8/2021,5,0.7581579,0.1690562,2273.7496,state,fb-survey
mt,smoothed_cli,4/3/2021,4/8/2021,5,0.862564,0.2567338,1195.283,state,fb-survey
nc,smoothed_cli,4/3/2021,4/8/2021,5,0.6024098,0.0781418,7776.0112,state,fb-survey
nd,smoothed_cli,4/3/2021,4/8/2021,5,0.6300271,0.2613015,736.8043,state,fb-survey
ne,smoothed_cli,4/3/2021,4/8/2021,5,0.8006239,0.1878387,1803.1347,state,fb-survey
nh,smoothed_cli,4/3/2021,4/8/2021,5,0.811472,0.2115342,1601,state,fb-survey
nj,smoothed_cli,4/3/2021,4/8/2021,5,0.9203034,0.1106461,6213.9979,state,fb-survey
nm,smoothed_cli,4/3/2021,4/8/2021,5,0.5273565,0.1359502,2583.1504,state,fb-survey
nv,smoothed_cli,4/3/2021,4/8/2021,5,0.6363497,0.1780666,1836.3106,state,fb-survey
ny,smoothed_cli,4/3/2021,4/8/2021,5,0.6033319,0.0626213,12717.0005,state,fb-survey
oh,smoothed_cli,4/3/2021,4/8/2021,5,0.6681812,0.0748705,9956.0034,state,fb-survey
ok,smoothed_cli,4/3/2021,4/8/2021,5,0.8499255,0.1454968,3259.9962,state,fb-survey
or,smoothed_cli,4/3/2021,4/8/2021,5,0.492584,0.1041576,3821.0344,state,fb-survey
pa,smoothed_cli,4/3/2021,4/8/2021,5,0.7748518,0.0751162,11154.0058,state,fb-survey
ri,smoothed_cli,4/3/2021,4/8/2021,5,0.7136441,0.2349333,1002.9835,state,fb-survey
sc,smoothed_cli,4/3/2021,4/8/2021,5,0.8233866,0.1202964,4645.0041,state,fb-survey
sd,smoothed_cli,4/3/2021,4/8/2021,5,0.6092386,0.2346364,896.4326,state,fb-survey
tn,smoothed_cli,4/3/2021,4/8/2021,5,0.6940041,0.0989106,5148.7125,state,fb-survey
tx,smoothed_cli,4/3/2021,4/8/2021,5,0.7318648,0.0591553,16572.0306,state,fb-survey
ut,smoothed_cli,4/3/2021,4/8/2021,5,0.6498038,0.1591484,2195.5345,state,fb-survey
va,smoothed_cli,4/3/2021,4/8/2021,5,0.6552408,0.0834089,7457.8953,state,fb-survey
vt,smoothed_cli,4/3/2021,4/8/2021,5,0.716269,0.2641349,840.001,state,fb-survey
wa,smoothed_cli,4/3/2021,4/8/2021,5,0.5248615,0.0822557,6610.8291,state,fb-survey
wi,smoothed_cli,4/3/2021,4/8/2021,5,0.5754513,0.0975053,4985.978,state,fb-survey
wv,smoothed_cli,4/3/2021,4/8/2021,5,0.7169951,0.163681,2017.1556,state,fb-survey
wy,smoothed_cli,4/3/2021,4/8/2021,5,0,0.0843477,590.9794,state,fb-survey
ak,smoothed_cli,4/4/2021,4/9/2021,5,0.8074486,0.2863753,719,state,fb-survey
al,smoothed_cli,4/4/2021,4/9/2021,5,0.8261642,0.1397904,3353.1078,state,fb-survey
ar,smoothed_cli,4/4/2021,4/9/2021,5,0.5049184,0.125529,2350.1276,state,fb-survey
az,smoothed_cli,4/4/2021,4/9/2021,5,0.5042958,0.0919715,4796.547,state,fb-survey
ca,smoothed_cli,4/4/2021,4/9/2021,5,0.4398303,0.0406224,21565.4143,state,fb-survey
co,smoothed_cli,4/4/2021,4/9/2021,5,0.6382036,0.104293,4618.8124,state,fb-survey
ct,smoothed_cli,4/4/2021,4/9/2021,5,0.6098299,0.1201212,3468,state,fb-survey
dc,smoothed_cli,4/4/2021,4/9/2021,5,0.1878105,0.1888142,393,state,fb-survey
de,smoothed_cli,4/4/2021,4/9/2021,5,0.5353902,0.202191,1102,state,fb-survey
fl,smoothed_cli,4/4/2021,4/9/2021,5,0.6504587,0.056504,16162.9999,state,fb-survey
ga,smoothed_cli,4/4/2021,4/9/2021,5,0.6724449,0.0960811,5785.9448,state,fb-survey
hi,smoothed_cli,4/4/2021,4/9/2021,5,0.3389246,0.1695246,1088,state,fb-survey
ia,smoothed_cli,4/4/2021,4/9/2021,5,1.0467741,0.1582229,3431.6761,state,fb-survey
id,smoothed_cli,4/4/2021,4/9/2021,5,0.9260955,0.2018596,1809.4651,state,fb-survey
il,smoothed_cli,4/4/2021,4/9/2021,5,0.6138382,0.0695466,10048.0215,state,fb-survey
in,smoothed_cli,4/4/2021,4/9/2021,5,0.7104261,0.1019355,5394.0028,state,fb-survey
ks,smoothed_cli,4/4/2021,4/9/2021,5,0.714464,0.1496269,2578.1157,state,fb-survey
ky,smoothed_cli,4/4/2021,4/9/2021,5,0.5270966,0.0972649,3639.9605,state,fb-survey
la,smoothed_cli,4/4/2021,4/9/2021,5,0.8215002,0.1426848,3316.9981,state,fb-survey
ma,smoothed_cli,4/4/2021,4/9/2021,5,0.4907533,0.0942234,4616.017,state,fb-survey
md,smoothed_cli,4/4/2021,4/9/2021,5,0.5110012,0.0985879,4122.9981,state,fb-survey
me,smoothed_cli,4/4/2021,4/9/2021,5,0.5921083,0.1680931,1850.2234,state,fb-survey
mi,smoothed_cli,4/4/2021,4/9/2021,5,1.1531509,0.0863854,12299.019,state,fb-survey
mn,smoothed_cli,4/4/2021,4/9/2021,5,0.5031794,0.091232,4228.3983,state,fb-survey
mo,smoothed_cli,4/4/2021,4/9/2021,5,0.5952523,0.1016621,4558.9267,state,fb-survey
ms,smoothed_cli,4/4/2021,4/9/2021,5,0.7785471,0.1675313,2269.3133,state,fb-survey
mt,smoothed_cli,4/4/2021,4/9/2021,5,0.8177541,0.2550426,1138.3046,state,fb-survey
nc,smoothed_cli,4/4/2021,4/9/2021,5,0.5816839,0.0781864,7561.0107,state,fb-survey
nd,smoothed_cli,4/4/2021,4/9/2021,5,0.7397527,0.298694,715.8074,state,fb-survey
ne,smoothed_cli,4/4/2021,4/9/2021,5,0.7881151,0.1855875,1759.8638,state,fb-survey
nh,smoothed_cli,4/4/2021,4/9/2021,5,0.733788,0.202243,1588.7766,state,fb-survey
nj,smoothed_cli,4/4/2021,4/9/2021,5,0.905735,0.1116218,6046.998,state,fb-survey
nm,smoothed_cli,4/4/2021,4/9/2021,5,0.4797205,0.1318297,2527.016,state,fb-survey
nv,smoothed_cli,4/4/2021,4/9/2021,5,0.7439637,0.1890534,1828.3135,state,fb-survey
ny,smoothed_cli,4/4/2021,4/9/2021,5,0.629523,0.0639921,12609.001,state,fb-survey
oh,smoothed_cli,4/4/2021,4/9/2021,5,0.643449,0.074834,9673.0027,state,fb-survey
ok,smoothed_cli,4/4/2021,4/9/2021,5,0.9664259,0.1555725,3223.9965,state,fb-survey
or,smoothed_cli,4/4/2021,4/9/2021,5,0.5582411,0.1104788,3804.041,state,fb-survey
pa,smoothed_cli,4/4/2021,4/9/2021,5,0.7512995,0.0748075,10896.0057,state,fb-survey
ri,smoothed_cli,4/4/2021,4/9/2021,5,0.4434889,0.1810725,1009.983,state,fb-survey
sc,smoothed_cli,4/4/2021,4/9/2021,5,0.7864573,0.1170748,4613.0033,state,fb-survey
sd,smoothed_cli,4/4/2021,4/9/2021,5,0.6592303,0.2509914,868.6997,state,fb-survey
tn,smoothed_cli,4/4/2021,4/9/2021,5,0.6506515,0.0958989,5060.0321,state,fb-survey
tx,smoothed_cli,4/4/2021,4/9/2021,5,0.7060257,0.058435,16282.0268,state,fb-survey
ut,smoothed_cli,4/4/2021,4/9/2021,5,0.5071437,0.1399421,2241.622,state,fb-survey
va,smoothed_cli,4/4/2021,4/9/2021,5,0.6269907,0.0818016,7315.3856,state,fb-survey
vt,smoothed_cli,4/4/2021,4/9/2021,5,0.706763,0.2685464,823.0011,state,fb-survey
wa,smoothed_cli,4/4/2021,4/9/2021,5,0.5497655,0.0852147,6439.8219,state,fb-survey
wi,smoothed_cli,4/4/2021,4/9/2021,5,0.5703779,0.0979775,4930.9775,state,fb-survey
wv,smoothed_cli,4/4/2021,4/9/2021,5,0.6441117,0.1549142,1989.2056,state,fb-survey
wy,smoothed_cli,4/4/2021,4/9/2021,5,0.1688122,0.1455782,591.9781,state,fb-survey
ak,smoothed_cli,4/5/2021,4/10/2021,5,0.7368827,0.2758055,720,state,fb-survey
al,smoothed_cli,4/5/2021,4/10/2021,5,0.7966273,0.1377344,3332.1117,state,fb-survey
ar,smoothed_cli,4/5/2021,4/10/2021,5,0.5619164,0.1311084,2354.9911,state,fb-survey
az,smoothed_cli,4/5/2021,4/10/2021,5,0.6228297,0.105354,4742.2778,state,fb-survey
ca,smoothed_cli,4/5/2021,4/10/2021,5,0.4441688,0.0405755,21382.3806,state,fb-survey
co,smoothed_cli,4/5/2021,4/10/2021,5,0.6503532,0.1062764,4618.7217,state,fb-survey
ct,smoothed_cli,4/5/2021,4/10/2021,5,0.7071989,0.1288108,3476,state,fb-survey
dc,smoothed_cli,4/5/2021,4/10/2021,5,0.0587889,0.1362409,405,state,fb-survey
de,smoothed_cli,4/5/2021,4/10/2021,5,0.4570896,0.186011,1072,state,fb-survey
fl,smoothed_cli,4/5/2021,4/10/2021,5,0.6904152,0.0582044,16099.0005,state,fb-survey
ga,smoothed_cli,4/5/2021,4/10/2021,5,0.6812726,0.0961445,5807.9404,state,fb-survey
hi,smoothed_cli,4/5/2021,4/10/2021,5,0.5611008,0.2154144,1077,state,fb-survey
ia,smoothed_cli,4/5/2021,4/10/2021,5,0.9352945,0.1469146,3448.6199,state,fb-survey
id,smoothed_cli,4/5/2021,4/10/2021,5,1.0616382,0.2192734,1782.4654,state,fb-survey
il,smoothed_cli,4/5/2021,4/10/2021,5,0.5979304,0.0681481,9946.0217,state,fb-survey
in,smoothed_cli,4/5/2021,4/10/2021,5,0.681557,0.1004173,5355.0036,state,fb-survey
ks,smoothed_cli,4/5/2021,4/10/2021,5,0.7768377,0.1587642,2617.117,state,fb-survey
ky,smoothed_cli,4/5/2021,4/10/2021,5,0.589062,0.1042543,3618.2599,state,fb-survey
la,smoothed_cli,4/5/2021,4/10/2021,5,0.7040466,0.1302344,3317.9985,state,fb-survey
ma,smoothed_cli,4/5/2021,4/10/2021,5,0.5295404,0.0970143,4568.016,state,fb-survey
md,smoothed_cli,4/5/2021,4/10/2021,5,0.5711633,0.106304,4064.9982,state,fb-survey
me,smoothed_cli,4/5/2021,4/10/2021,5,0.658914,0.1793624,1853.4468,state,fb-survey
mi,smoothed_cli,4/5/2021,4/10/2021,5,1.1731592,0.0877092,12272.0095,state,fb-survey
mn,smoothed_cli,4/5/2021,4/10/2021,5,0.5447225,0.093877,4263.7804,state,fb-survey
mo,smoothed_cli,4/5/2021,4/10/2021,5,0.5759512,0.0997842,4561.1445,state,fb-survey
ms,smoothed_cli,4/5/2021,4/10/2021,5,0.8818463,0.1809568,2245.3487,state,fb-survey
mt,smoothed_cli,4/5/2021,4/10/2021,5,0.7404082,0.2370323,1156.1607,state,fb-survey
nc,smoothed_cli,4/5/2021,4/10/2021,5,0.5039189,0.0716048,7513.0105,state,fb-survey
nd,smoothed_cli,4/5/2021,4/10/2021,5,0.8461349,0.3201971,684.8229,state,fb-survey
ne,smoothed_cli,4/5/2021,4/10/2021,5,0.7569253,0.1831989,1746.8672,state,fb-survey
nh,smoothed_cli,4/5/2021,4/10/2021,5,0.7204497,0.1990384,1613.5532,state,fb-survey
nj,smoothed_cli,4/5/2021,4/10/2021,5,0.9349466,0.11253,5949.9981,state,fb-survey
nm,smoothed_cli,4/5/2021,4/10/2021,5,0.527523,0.1397504,2487.4691,state,fb-survey
nv,smoothed_cli,4/5/2021,4/10/2021,5,0.5636218,0.1650071,1792.3472,state,fb-survey
ny,smoothed_cli,4/5/2021,4/10/2021,5,0.6445501,0.0643896,12482.0009,state,fb-survey
oh,smoothed_cli,4/5/2021,4/10/2021,5,0.6700757,0.0758212,9693.0027,state,fb-survey
ok,smoothed_cli,4/5/2021,4/10/2021,5,0.9866333,0.1566648,3168.0536,state,fb-survey
or,smoothed_cli,4/5/2021,4/10/2021,5,0.5576567,0.1092306,3805.0408,state,fb-survey
pa,smoothed_cli,4/5/2021,4/10/2021,5,0.7157576,0.0729992,10894.0057,state,fb-survey
ri,smoothed_cli,4/5/2021,4/10/2021,5,0.5392961,0.2048595,1015.984,state,fb-survey
sc,smoothed_cli,4/5/2021,4/10/2021,5,0.6634274,0.1073032,4603.0034,state,fb-survey
sd,smoothed_cli,4/5/2021,4/10/2021,5,0.7116741,0.26577,884.3365,state,fb-survey
tn,smoothed_cli,4/5/2021,4/10/2021,5,0.7086202,0.1027209,5031.7328,state,fb-survey
tx,smoothed_cli,4/5/2021,4/10/2021,5,0.7601903,0.0608895,16227.0244,state,fb-survey
ut,smoothed_cli,4/5/2021,4/10/2021,5,0.6351962,0.1549952,2222.5297,state,fb-survey
va,smoothed_cli,4/5/2021,4/10/2021,5,0.6688145,0.0850573,7260.1968,state,fb-survey
vt,smoothed_cli,4/5/2021,4/10/2021,5,0.7325998,0.2701458,819.0011,state,fb-survey
wa,smoothed_cli,4/5/2021,4/10/2021,5,0.5422825,0.0847106,6408.822,state,fb-survey
wi,smoothed_cli,4/5/2021,4/10/2021,5,0.5235054,0.0939451,4848.9869,state,fb-survey
wv,smoothed_cli,4/5/2021,4/10/2021,5,0.5547509,0.1414544,1994.2056,state,fb-survey
wy,smoothed_cli,4/5/2021,4/10/2021,5,0.3369877,0.2218455,593.0015,state,fb-survey
ak,smoothed_cli,4/6/2021,4/11/2021,5,0.8769896,0.3085953,719,state,fb-survey
al,smoothed_cli,4/6/2021,4/11/2021,5,0.848986,0.1415428,3275.1085,state,fb-survey
ar,smoothed_cli,4/6/2021,4/11/2021,5,0.5800251,0.1316398,2384.058,state,fb-survey
