data downloaded april 25, from https://delphi.cmu.edu/covidcast/indicator/?date=20210419&sensor=fb-survey-smoothed_hh_cmnty_cli and https://delphi.cmu.edu/covidcast/; download from menu covidcast -> explore an indicator; this file is the indicator COVID-Like Symptoms (the value column... and is per 100 individuals ),,,,,,,,
geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
az,smoothed_cli,4/6/2021,4/11/2021,5,0.6283243,0.1044773,4764.4766,state,fb-survey
ca,smoothed_cli,4/6/2021,4/11/2021,5,0.45604,0.0412699,21176.3902,state,fb-survey
co,smoothed_cli,4/6/2021,4/11/2021,5,0.6465364,0.1056272,4590.7504,state,fb-survey
ct,smoothed_cli,4/6/2021,4/11/2021,5,0.6781881,0.12545,3509,state,fb-survey
dc,smoothed_cli,4/6/2021,4/11/2021,5,0,0.1219512,409,state,fb-survey
de,smoothed_cli,4/6/2021,4/11/2021,5,0.411985,0.1683381,1068,state,fb-survey
fl,smoothed_cli,4/6/2021,4/11/2021,5,0.7306924,0.0599065,15975.0007,state,fb-survey
ga,smoothed_cli,4/6/2021,4/11/2021,5,0.6387082,0.0922672,5848.9489,state,fb-survey
hi,smoothed_cli,4/6/2021,4/11/2021,5,0.5945328,0.221223,1069,state,fb-survey
ia,smoothed_cli,4/6/2021,4/11/2021,5,0.8602407,0.1425008,3416.6311,state,fb-survey
id,smoothed_cli,4/6/2021,4/11/2021,5,0.9740407,0.2079628,1768.4293,state,fb-survey
il,smoothed_cli,4/6/2021,4/11/2021,5,0.6576213,0.0722708,9738.0217,state,fb-survey
in,smoothed_cli,4/6/2021,4/11/2021,5,0.7578754,0.1073956,5297.0004,state,fb-survey
ks,smoothed_cli,4/6/2021,4/11/2021,5,0.8207698,0.1651509,2611.0876,state,fb-survey
ky,smoothed_cli,4/6/2021,4/11/2021,5,0.6950685,0.1151493,3599.9481,state,fb-survey
la,smoothed_cli,4/6/2021,4/11/2021,5,0.7255921,0.1271506,3332.9981,state,fb-survey
ma,smoothed_cli,4/6/2021,4/11/2021,5,0.4829919,0.0923351,4534.02,state,fb-survey
md,smoothed_cli,4/6/2021,4/11/2021,5,0.4914649,0.0979649,4028.9983,state,fb-survey
me,smoothed_cli,4/6/2021,4/11/2021,5,0.7301806,0.1819778,1886.4468,state,fb-survey
mi,smoothed_cli,4/6/2021,4/11/2021,5,1.2375705,0.0903806,12114.0184,state,fb-survey
mn,smoothed_cli,4/6/2021,4/11/2021,5,0.5730046,0.0978914,4264.7862,state,fb-survey
mo,smoothed_cli,4/6/2021,4/11/2021,5,0.6480657,0.1087755,4544.078,state,fb-survey
ms,smoothed_cli,4/6/2021,4/11/2021,5,0.9806142,0.1917624,2209.4607,state,fb-survey
mt,smoothed_cli,4/6/2021,4/11/2021,5,0.7967573,0.2453762,1180.9802,state,fb-survey
nc,smoothed_cli,4/6/2021,4/11/2021,5,0.5640432,0.0769543,7442.0095,state,fb-survey
nd,smoothed_cli,4/6/2021,4/11/2021,5,0.7834932,0.3162338,675.9118,state,fb-survey
ne,smoothed_cli,4/6/2021,4/11/2021,5,0.5973928,0.1577498,1711.6012,state,fb-survey
nh,smoothed_cli,4/6/2021,4/11/2021,5,0.5983555,0.1795789,1608.5532,state,fb-survey
nj,smoothed_cli,4/6/2021,4/11/2021,5,0.8813869,0.1086935,6024.9983,state,fb-survey
nm,smoothed_cli,4/6/2021,4/11/2021,5,0.4513412,0.1282465,2427.422,state,fb-survey
nv,smoothed_cli,4/6/2021,4/11/2021,5,0.3789197,0.1333268,1786.3375,state,fb-survey
ny,smoothed_cli,4/6/2021,4/11/2021,5,0.6250649,0.0634135,12445.0006,state,fb-survey
oh,smoothed_cli,4/6/2021,4/11/2021,5,0.6554983,0.0748837,9741.0061,state,fb-survey
ok,smoothed_cli,4/6/2021,4/11/2021,5,1.0337196,0.1598945,3204.0546,state,fb-survey
or,smoothed_cli,4/6/2021,4/11/2021,5,0.5485231,0.1094976,3774.0447,state,fb-survey
pa,smoothed_cli,4/6/2021,4/11/2021,5,0.6932097,0.0708692,10862.0055,state,fb-survey
ri,smoothed_cli,4/6/2021,4/11/2021,5,0.6789198,0.2293881,1027.98,state,fb-survey
sc,smoothed_cli,4/6/2021,4/11/2021,5,0.6970214,0.1092918,4637.0035,state,fb-survey
sd,smoothed_cli,4/6/2021,4/11/2021,5,0.9424959,0.3003457,879.7244,state,fb-survey
tn,smoothed_cli,4/6/2021,4/11/2021,5,0.8286644,0.114021,4904.0362,state,fb-survey
tx,smoothed_cli,4/6/2021,4/11/2021,5,0.7898719,0.0621872,16237.9276,state,fb-survey
ut,smoothed_cli,4/6/2021,4/11/2021,5,0.6769343,0.1603869,2276.4549,state,fb-survey
va,smoothed_cli,4/6/2021,4/11/2021,5,0.6014392,0.0818263,7223.3326,state,fb-survey
vt,smoothed_cli,4/6/2021,4/11/2021,5,0.8261923,0.295223,817.0011,state,fb-survey
wa,smoothed_cli,4/6/2021,4/11/2021,5,0.6002698,0.0888044,6384.8178,state,fb-survey
wi,smoothed_cli,4/6/2021,4/11/2021,5,0.55437,0.0953983,4793.9778,state,fb-survey
wv,smoothed_cli,4/6/2021,4/11/2021,5,0.6215203,0.1530508,2048.1565,state,fb-survey
wy,smoothed_cli,4/6/2021,4/11/2021,5,0.3403688,0.2240545,587.0098,state,fb-survey
ak,smoothed_cli,4/7/2021,4/12/2021,5,0.7767065,0.2919473,726,state,fb-survey
al,smoothed_cli,4/7/2021,4/12/2021,5,0.9596286,0.1529239,3288.1072,state,fb-survey
ar,smoothed_cli,4/7/2021,4/12/2021,5,0.7209549,0.1543299,2391.9083,state,fb-survey
az,smoothed_cli,4/7/2021,4/12/2021,5,0.5717002,0.1021433,4677.5015,state,fb-survey
ca,smoothed_cli,4/7/2021,4/12/2021,5,0.458963,0.0419145,21076.1899,state,fb-survey
co,smoothed_cli,4/7/2021,4/12/2021,5,0.710388,0.1115659,4588.6908,state,fb-survey
ct,smoothed_cli,4/7/2021,4/12/2021,5,0.7053164,0.1266396,3504,state,fb-survey
dc,smoothed_cli,4/7/2021,4/12/2021,5,0,0.1187648,420,state,fb-survey
de,smoothed_cli,4/7/2021,4/12/2021,5,0.3755002,0.1573199,1083,state,fb-survey
fl,smoothed_cli,4/7/2021,4/12/2021,5,0.7171299,0.0595499,15866.0001,state,fb-survey
ga,smoothed_cli,4/7/2021,4/12/2021,5,0.6222952,0.0913614,5788.9544,state,fb-survey
hi,smoothed_cli,4/7/2021,4/12/2021,5,0.413633,0.1806312,1053,state,fb-survey
ia,smoothed_cli,4/7/2021,4/12/2021,5,0.9245555,0.1472788,3405.5738,state,fb-survey
id,smoothed_cli,4/7/2021,4/12/2021,5,1.0378815,0.2181067,1760.023,state,fb-survey
il,smoothed_cli,4/7/2021,4/12/2021,5,0.7073534,0.0761208,9624.0217,state,fb-survey
in,smoothed_cli,4/7/2021,4/12/2021,5,0.6940519,0.1025716,5251.0003,state,fb-survey
ks,smoothed_cli,4/7/2021,4/12/2021,5,0.9374415,0.1762122,2595.1168,state,fb-survey
ky,smoothed_cli,4/7/2021,4/12/2021,5,0.7472811,0.1212972,3549.188,state,fb-survey
la,smoothed_cli,4/7/2021,4/12/2021,5,0.6107378,0.1140778,3321.1831,state,fb-survey
ma,smoothed_cli,4/7/2021,4/12/2021,5,0.4635528,0.0896008,4541.0185,state,fb-survey
md,smoothed_cli,4/7/2021,4/12/2021,5,0.3549158,0.0830761,3958.9982,state,fb-survey
me,smoothed_cli,4/7/2021,4/12/2021,5,0.9207619,0.2028458,1914.4468,state,fb-survey
mi,smoothed_cli,4/7/2021,4/12/2021,5,1.2033798,0.088217,12112.0191,state,fb-survey
mn,smoothed_cli,4/7/2021,4/12/2021,5,0.6052284,0.0981933,4254.8787,state,fb-survey
mo,smoothed_cli,4/7/2021,4/12/2021,5,0.7660346,0.1190481,4497.0644,state,fb-survey
ms,smoothed_cli,4/7/2021,4/12/2021,5,0.7814633,0.1672066,2164.7941,state,fb-survey
mt,smoothed_cli,4/7/2021,4/12/2021,5,0.6813402,0.2245718,1197.979,state,fb-survey
nc,smoothed_cli,4/7/2021,4/12/2021,5,0.4979754,0.0721748,7437.0094,state,fb-survey
nd,smoothed_cli,4/7/2021,4/12/2021,5,0.7823365,0.3157702,676.9119,state,fb-survey
ne,smoothed_cli,4/7/2021,4/12/2021,5,0.6604713,0.1743268,1687.6056,state,fb-survey
nh,smoothed_cli,4/7/2021,4/12/2021,5,0.5576275,0.1778868,1588.5532,state,fb-survey
nj,smoothed_cli,4/7/2021,4/12/2021,5,0.9140646,0.1122453,6011.9981,state,fb-survey
nm,smoothed_cli,4/7/2021,4/12/2021,5,0.4356307,0.1244058,2415.3589,state,fb-survey
nv,smoothed_cli,4/7/2021,4/12/2021,5,0.389314,0.1365969,1799.6641,state,fb-survey
ny,smoothed_cli,4/7/2021,4/12/2021,5,0.5958039,0.0611819,12421.0014,state,fb-survey
oh,smoothed_cli,4/7/2021,4/12/2021,5,0.667602,0.0749423,9748.0065,state,fb-survey
ok,smoothed_cli,4/7/2021,4/12/2021,5,1.019234,0.1602846,3160.8112,state,fb-survey
or,smoothed_cli,4/7/2021,4/12/2021,5,0.5594633,0.1092847,3852.1886,state,fb-survey
pa,smoothed_cli,4/7/2021,4/12/2021,5,0.6859343,0.0706536,10790.0054,state,fb-survey
ri,smoothed_cli,4/7/2021,4/12/2021,5,0.6936753,0.238257,1015.9815,state,fb-survey
sc,smoothed_cli,4/7/2021,4/12/2021,5,0.7240201,0.1129927,4593.0037,state,fb-survey
sd,smoothed_cli,4/7/2021,4/12/2021,5,0.9792365,0.3022287,880.6806,state,fb-survey
tn,smoothed_cli,4/7/2021,4/12/2021,5,0.9563731,0.1242406,4868.8065,state,fb-survey
tx,smoothed_cli,4/7/2021,4/12/2021,5,0.7777715,0.0621815,16348.1462,state,fb-survey
ut,smoothed_cli,4/7/2021,4/12/2021,5,0.7405084,0.1625875,2303.5623,state,fb-survey
va,smoothed_cli,4/7/2021,4/12/2021,5,0.5587465,0.0781071,7179.9579,state,fb-survey
vt,smoothed_cli,4/7/2021,4/12/2021,5,0.8020823,0.2987212,800.0011,state,fb-survey
wa,smoothed_cli,4/7/2021,4/12/2021,5,0.5879538,0.0864794,6445.9539,state,fb-survey
wi,smoothed_cli,4/7/2021,4/12/2021,5,0.4830986,0.0875908,4724.9783,state,fb-survey
wv,smoothed_cli,4/7/2021,4/12/2021,5,0.6524789,0.1578174,2058.2054,state,fb-survey
wy,smoothed_cli,4/7/2021,4/12/2021,5,0.5978584,0.2940085,584.9783,state,fb-survey
ak,smoothed_cli,4/8/2021,4/13/2021,5,0.9272191,0.3266572,716,state,fb-survey
al,smoothed_cli,4/8/2021,4/13/2021,5,1.0307824,0.1584085,3269.1126,state,fb-survey
ar,smoothed_cli,4/8/2021,4/13/2021,5,0.6644316,0.1481131,2368.9021,state,fb-survey
az,smoothed_cli,4/8/2021,4/13/2021,5,0.6731777,0.1111732,4654.6266,state,fb-survey
ca,smoothed_cli,4/8/2021,4/13/2021,5,0.4867204,0.0434216,20997.7772,state,fb-survey
co,smoothed_cli,4/8/2021,4/13/2021,5,0.7741724,0.1168469,4563.6907,state,fb-survey
ct,smoothed_cli,4/8/2021,4/13/2021,5,0.6509517,0.1204069,3515,state,fb-survey
dc,smoothed_cli,4/8/2021,4/13/2021,5,0.243309,0.2708394,411,state,fb-survey
de,smoothed_cli,4/8/2021,4/13/2021,5,0.3829457,0.1590861,1075,state,fb-survey
fl,smoothed_cli,4/8/2021,4/13/2021,5,0.7699528,0.0625264,15956.0002,state,fb-survey
ga,smoothed_cli,4/8/2021,4/13/2021,5,0.651534,0.0937379,5783.9503,state,fb-survey
hi,smoothed_cli,4/8/2021,4/13/2021,5,0.3916477,0.1824034,1027,state,fb-survey
ia,smoothed_cli,4/8/2021,4/13/2021,5,0.8739977,0.1401661,3417.6066,state,fb-survey
id,smoothed_cli,4/8/2021,4/13/2021,5,0.9825995,0.2170769,1727.2609,state,fb-survey
il,smoothed_cli,4/8/2021,4/13/2021,5,0.778127,0.0794397,9636.9991,state,fb-survey
in,smoothed_cli,4/8/2021,4/13/2021,5,0.6561386,0.0983953,5251.0035,state,fb-survey
ks,smoothed_cli,4/8/2021,4/13/2021,5,0.7996107,0.1663233,2611.0874,state,fb-survey
ky,smoothed_cli,4/8/2021,4/13/2021,5,0.7598142,0.1220382,3511.4953,state,fb-survey
la,smoothed_cli,4/8/2021,4/13/2021,5,0.7008934,0.1295027,3296.1834,state,fb-survey
ma,smoothed_cli,4/8/2021,4/13/2021,5,0.5257827,0.095772,4574.0175,state,fb-survey
md,smoothed_cli,4/8/2021,4/13/2021,5,0.4027231,0.0886499,3966.9985,state,fb-survey
me,smoothed_cli,4/8/2021,4/13/2021,5,0.9721959,0.209525,1895.4468,state,fb-survey
mi,smoothed_cli,4/8/2021,4/13/2021,5,1.2727193,0.0908115,12113.0031,state,fb-survey
mn,smoothed_cli,4/8/2021,4/13/2021,5,0.6874385,0.1083624,4230.9086,state,fb-survey
mo,smoothed_cli,4/8/2021,4/13/2021,5,0.7581404,0.1189696,4442.0937,state,fb-survey
ms,smoothed_cli,4/8/2021,4/13/2021,5,0.7038482,0.1565181,2162.0045,state,fb-survey
mt,smoothed_cli,4/8/2021,4/13/2021,5,0.5930859,0.192999,1249.9455,state,fb-survey
nc,smoothed_cli,4/8/2021,4/13/2021,5,0.4752748,0.0702061,7415.0091,state,fb-survey
nd,smoothed_cli,4/8/2021,4/13/2021,5,1.0003566,0.3540995,679.0746,state,fb-survey
ne,smoothed_cli,4/8/2021,4/13/2021,5,0.6386671,0.1625689,1708.6384,state,fb-survey
nh,smoothed_cli,4/8/2021,4/13/2021,5,0.6500058,0.1904928,1593.5532,state,fb-survey
nj,smoothed_cli,4/8/2021,4/13/2021,5,0.8432106,0.1091099,5965.9982,state,fb-survey
nm,smoothed_cli,4/8/2021,4/13/2021,5,0.4519352,0.1272028,2374.2378,state,fb-survey
nv,smoothed_cli,4/8/2021,4/13/2021,5,0.4944053,0.155488,1821.6476,state,fb-survey
ny,smoothed_cli,4/8/2021,4/13/2021,5,0.5554649,0.0592445,12183.0016,state,fb-survey
oh,smoothed_cli,4/8/2021,4/13/2021,5,0.6533469,0.0739648,9693.0042,state,fb-survey
ok,smoothed_cli,4/8/2021,4/13/2021,5,0.9954993,0.1547939,3155.8109,state,fb-survey
or,smoothed_cli,4/8/2021,4/13/2021,5,0.5762449,0.1101198,3832.6144,state,fb-survey
pa,smoothed_cli,4/8/2021,4/13/2021,5,0.681511,0.0713939,10731.0044,state,fb-survey
ri,smoothed_cli,4/8/2021,4/13/2021,5,0.8063881,0.2620673,997.9825,state,fb-survey
sc,smoothed_cli,4/8/2021,4/13/2021,5,0.7302989,0.1133249,4602.0036,state,fb-survey
sd,smoothed_cli,4/8/2021,4/13/2021,5,1.0078274,0.3029472,847.4951,state,fb-survey
tn,smoothed_cli,4/8/2021,4/13/2021,5,0.9756766,0.1260266,4831.5003,state,fb-survey
tx,smoothed_cli,4/8/2021,4/13/2021,5,0.8116496,0.0634061,16344.1428,state,fb-survey
ut,smoothed_cli,4/8/2021,4/13/2021,5,0.6932244,0.1559136,2316.5599,state,fb-survey
va,smoothed_cli,4/8/2021,4/13/2021,5,0.6006708,0.0821787,7157.5039,state,fb-survey
vt,smoothed_cli,4/8/2021,4/13/2021,5,0.751028,0.2923244,810.0009,state,fb-survey
wa,smoothed_cli,4/8/2021,4/13/2021,5,0.4838057,0.0767038,6448.9569,state,fb-survey
wi,smoothed_cli,4/8/2021,4/13/2021,5,0.5605653,0.0972374,4701.9956,state,fb-survey
wv,smoothed_cli,4/8/2021,4/13/2021,5,0.5215426,0.1415253,2024.1558,state,fb-survey
wy,smoothed_cli,4/8/2021,4/13/2021,5,0.8492535,0.335513,578.7332,state,fb-survey
ak,smoothed_cli,4/9/2021,4/14/2021,5,0.845577,0.296133,726,state,fb-survey
al,smoothed_cli,4/9/2021,4/14/2021,5,1.0566141,0.1604498,3260.1155,state,fb-survey
ar,smoothed_cli,4/9/2021,4/14/2021,5,0.7087378,0.1514502,2361.9014,state,fb-survey
az,smoothed_cli,4/9/2021,4/14/2021,5,0.6922797,0.1117961,4652.7572,state,fb-survey
ca,smoothed_cli,4/9/2021,4/14/2021,5,0.4961452,0.0440277,20861.2984,state,fb-survey
co,smoothed_cli,4/9/2021,4/14/2021,5,0.7685793,0.112809,4581.7239,state,fb-survey
ct,smoothed_cli,4/9/2021,4/14/2021,5,0.6103353,0.1170122,3509,state,fb-survey
dc,smoothed_cli,4/9/2021,4/14/2021,5,0.2463054,0.2741601,406,state,fb-survey
de,smoothed_cli,4/9/2021,4/14/2021,5,0.3537664,0.1548549,1093,state,fb-survey
fl,smoothed_cli,4/9/2021,4/14/2021,5,0.8243296,0.0646767,15998.0001,state,fb-survey
ga,smoothed_cli,4/9/2021,4/14/2021,5,0.6493425,0.0941645,5859.9527,state,fb-survey
hi,smoothed_cli,4/9/2021,4/14/2021,5,0.3994262,0.1860122,1007,state,fb-survey
ia,smoothed_cli,4/9/2021,4/14/2021,5,0.7708281,0.1311985,3389.6295,state,fb-survey
id,smoothed_cli,4/9/2021,4/14/2021,5,0.851659,0.2021151,1705.2604,state,fb-survey
il,smoothed_cli,4/9/2021,4/14/2021,5,0.7698077,0.0797737,9577.9995,state,fb-survey
in,smoothed_cli,4/9/2021,4/14/2021,5,0.7725145,0.1070905,5269.0019,state,fb-survey
ks,smoothed_cli,4/9/2021,4/14/2021,5,0.8305861,0.1695847,2614.0299,state,fb-survey
ky,smoothed_cli,4/9/2021,4/14/2021,5,0.7886619,0.125073,3503.4996,state,fb-survey
la,smoothed_cli,4/9/2021,4/14/2021,5,0.6399363,0.1228752,3318.1836,state,fb-survey
ma,smoothed_cli,4/9/2021,4/14/2021,5,0.5340976,0.1001743,4478.0155,state,fb-survey
md,smoothed_cli,4/9/2021,4/14/2021,5,0.4162816,0.0908596,3906.9982,state,fb-survey
me,smoothed_cli,4/9/2021,4/14/2021,5,0.9364717,0.2059252,1844.4468,state,fb-survey
mi,smoothed_cli,4/9/2021,4/14/2021,5,1.2674928,0.0907646,12162.0025,state,fb-survey
mn,smoothed_cli,4/9/2021,4/14/2021,5,0.7273573,0.112009,4251.0161,state,fb-survey
mo,smoothed_cli,4/9/2021,4/14/2021,5,0.8207734,0.1241591,4368.0942,state,fb-survey
ms,smoothed_cli,4/9/2021,4/14/2021,5,0.6099666,0.1462132,2139.5227,state,fb-survey
mt,smoothed_cli,4/9/2021,4/14/2021,5,0.4193113,0.1529056,1283.9439,state,fb-survey
nc,smoothed_cli,4/9/2021,4/14/2021,5,0.4521739,0.068636,7381.0095,state,fb-survey
nd,smoothed_cli,4/9/2021,4/14/2021,5,1.2446148,0.3792616,684.981,state,fb-survey
ne,smoothed_cli,4/9/2021,4/14/2021,5,0.6411199,0.1680088,1699.591,state,fb-survey
nh,smoothed_cli,4/9/2021,4/14/2021,5,0.8561757,0.2137287,1568.5532,state,fb-survey
nj,smoothed_cli,4/9/2021,4/14/2021,5,0.8413009,0.1097797,5841.9982,state,fb-survey
nm,smoothed_cli,4/9/2021,4/14/2021,5,0.4347208,0.1232949,2364.1169,state,fb-survey
nv,smoothed_cli,4/9/2021,4/14/2021,5,0.5771534,0.1716005,1833.6973,state,fb-survey
ny,smoothed_cli,4/9/2021,4/14/2021,5,0.6097868,0.0627115,11972.0014,state,fb-survey
oh,smoothed_cli,4/9/2021,4/14/2021,5,0.6895018,0.0763737,9583.0032,state,fb-survey
ok,smoothed_cli,4/9/2021,4/14/2021,5,1.0401563,0.1600382,3154.868,state,fb-survey
or,smoothed_cli,4/9/2021,4/14/2021,5,0.5818581,0.1116757,3809.0484,state,fb-survey
pa,smoothed_cli,4/9/2021,4/14/2021,5,0.7094162,0.0721616,10590.0049,state,fb-survey
ri,smoothed_cli,4/9/2021,4/14/2021,5,0.7169608,0.2553595,982.9845,state,fb-survey
sc,smoothed_cli,4/9/2021,4/14/2021,5,0.7161726,0.1114851,4607.0035,state,fb-survey
sd,smoothed_cli,4/9/2021,4/14/2021,5,1.0203233,0.313105,817.507,state,fb-survey
tn,smoothed_cli,4/9/2021,4/14/2021,5,1.1488854,0.1384682,4877.4951,state,fb-survey
tx,smoothed_cli,4/9/2021,4/14/2021,5,0.8095322,0.0631341,16425.0416,state,fb-survey
ut,smoothed_cli,4/9/2021,4/14/2021,5,0.6374626,0.1453441,2252.6183,state,fb-survey
va,smoothed_cli,4/9/2021,4/14/2021,5,0.5702122,0.0825424,7015.778,state,fb-survey
vt,smoothed_cli,4/9/2021,4/14/2021,5,0.7844327,0.2921892,818.001,state,fb-survey
wa,smoothed_cli,4/9/2021,4/14/2021,5,0.5648227,0.0839775,6361.9523,state,fb-survey
wi,smoothed_cli,4/9/2021,4/14/2021,5,0.5659107,0.0940425,4741.9941,state,fb-survey
wv,smoothed_cli,4/9/2021,4/14/2021,5,0.6530787,0.1646518,2021.1062,state,fb-survey
wy,smoothed_cli,4/9/2021,4/14/2021,5,1.0236881,0.3770647,577.7347,state,fb-survey
ak,smoothed_cli,4/10/2021,4/15/2021,5,0.8646322,0.3027527,710,state,fb-survey
al,smoothed_cli,4/10/2021,4/15/2021,5,0.9202224,0.1458733,3312.0936,state,fb-survey
ar,smoothed_cli,4/10/2021,4/15/2021,5,0.7054441,0.1535496,2309.0476,state,fb-survey
az,smoothed_cli,4/10/2021,4/15/2021,5,0.6723118,0.1103379,4660.6737,state,fb-survey
ca,smoothed_cli,4/10/2021,4/15/2021,5,0.4989247,0.044089,20912.3298,state,fb-survey
co,smoothed_cli,4/10/2021,4/15/2021,5,0.7622965,0.1102549,4647.7546,state,fb-survey
ct,smoothed_cli,4/10/2021,4/15/2021,5,0.559364,0.1125269,3501,state,fb-survey
dc,smoothed_cli,4/10/2021,4/15/2021,5,0.248139,0.2761919,403,state,fb-survey
de,smoothed_cli,4/10/2021,4/15/2021,5,0.5637481,0.1987678,1085,state,fb-survey
fl,smoothed_cli,4/10/2021,4/15/2021,5,0.7862434,0.0624173,15970.0005,state,fb-survey
ga,smoothed_cli,4/10/2021,4/15/2021,5,0.6805979,0.0957142,5916.9571,state,fb-survey
hi,smoothed_cli,4/10/2021,4/15/2021,5,0.4531285,0.1941188,998,state,fb-survey
ia,smoothed_cli,4/10/2021,4/15/2021,5,0.7643263,0.1313234,3379.6095,state,fb-survey
id,smoothed_cli,4/10/2021,4/15/2021,5,0.7549377,0.1853588,1709.5427,state,fb-survey
il,smoothed_cli,4/10/2021,4/15/2021,5,0.7576402,0.0796076,9579.9998,state,fb-survey
in,smoothed_cli,4/10/2021,4/15/2021,5,0.8001007,0.1119036,5260.0021,state,fb-survey
ks,smoothed_cli,4/10/2021,4/15/2021,5,0.8450151,0.170814,2598.9719,state,fb-survey
ky,smoothed_cli,4/10/2021,4/15/2021,5,0.8550136,0.1297356,3471.8182,state,fb-survey
la,smoothed_cli,4/10/2021,4/15/2021,5,0.7499346,0.1349858,3298.1832,state,fb-survey
ma,smoothed_cli,4/10/2021,4/15/2021,5,0.5224866,0.0991662,4482.014,state,fb-survey
md,smoothed_cli,4/10/2021,4/15/2021,5,0.4761984,0.0977668,3903.9988,state,fb-survey
me,smoothed_cli,4/10/2021,4/15/2021,5,0.7677058,0.1842128,1837.4468,state,fb-survey
mi,smoothed_cli,4/10/2021,4/15/2021,5,1.2490434,0.0905065,12200.0012,state,fb-survey
mn,smoothed_cli,4/10/2021,4/15/2021,5,0.7604838,0.1153777,4254.9582,state,fb-survey
mo,smoothed_cli,4/10/2021,4/15/2021,5,0.7909653,0.1226035,4343.023,state,fb-survey
ms,smoothed_cli,4/10/2021,4/15/2021,5,0.6479688,0.1587838,2120.7139,state,fb-survey
mt,smoothed_cli,4/10/2021,4/15/2021,5,0.4362054,0.1450011,1308.7743,state,fb-survey
nc,smoothed_cli,4/10/2021,4/15/2021,5,0.4927939,0.0713485,7263.0096,state,fb-survey
nd,smoothed_cli,4/10/2021,4/15/2021,5,1.3364421,0.3912864,675.1991,state,fb-survey
ne,smoothed_cli,4/10/2021,4/15/2021,5,0.5761384,0.1593177,1726.6,state,fb-survey
nh,smoothed_cli,4/10/2021,4/15/2021,5,0.6855709,0.1908369,1556.5532,state,fb-survey
nj,smoothed_cli,4/10/2021,4/15/2021,5,0.7811468,0.1062394,5765.998,state,fb-survey
nm,smoothed_cli,4/10/2021,4/15/2021,5,0.4458379,0.1218606,2346.2749,state,fb-survey
nv,smoothed_cli,4/10/2021,4/15/2021,5,0.5101797,0.1589575,1878.3927,state,fb-survey
ny,smoothed_cli,4/10/2021,4/15/2021,5,0.6337887,0.0651691,11840.0015,state,fb-survey
oh,smoothed_cli,4/10/2021,4/15/2021,5,0.7117486,0.0764648,9632.0031,state,fb-survey
ok,smoothed_cli,4/10/2021,4/15/2021,5,0.8925031,0.1446398,3237.925,state,fb-survey
or,smoothed_cli,4/10/2021,4/15/2021,5,0.5997783,0.1151904,3749.0507,state,fb-survey
pa,smoothed_cli,4/10/2021,4/15/2021,5,0.7762399,0.076037,10492.0055,state,fb-survey
ri,smoothed_cli,4/10/2021,4/15/2021,5,0.6473304,0.2541175,959.986,state,fb-survey
sc,smoothed_cli,4/10/2021,4/15/2021,5,0.6851532,0.1083404,4638.0035,state,fb-survey
sd,smoothed_cli,4/10/2021,4/15/2021,5,1.0353875,0.3134001,821.4567,state,fb-survey
tn,smoothed_cli,4/10/2021,4/15/2021,5,1.1779113,0.1403109,4892.1739,state,fb-survey
tx,smoothed_cli,4/10/2021,4/15/2021,5,0.8232482,0.0636754,16245.0363,state,fb-survey
ut,smoothed_cli,4/10/2021,4/15/2021,5,0.5554138,0.1333106,2282.5181,state,fb-survey
va,smoothed_cli,4/10/2021,4/15/2021,5,0.5744144,0.0835565,6912.8035,state,fb-survey
vt,smoothed_cli,4/10/2021,4/15/2021,5,0.4964083,0.237163,789.0011,state,fb-survey
wa,smoothed_cli,4/10/2021,4/15/2021,5,0.5739553,0.0828971,6378.9502,state,fb-survey
wi,smoothed_cli,4/10/2021,4/15/2021,5,0.5521617,0.0936519,4802.9953,state,fb-survey
wv,smoothed_cli,4/10/2021,4/15/2021,5,0.7267406,0.1732478,2034.1066,state,fb-survey
wy,smoothed_cli,4/10/2021,4/15/2021,5,1.2051293,0.4167848,573.7192,state,fb-survey
ak,smoothed_cli,4/11/2021,4/16/2021,5,0.8403361,0.3011281,714,state,fb-survey
al,smoothed_cli,4/11/2021,4/16/2021,5,0.8128904,0.1353952,3405.0827,state,fb-survey
ar,smoothed_cli,4/11/2021,4/16/2021,5,0.7622496,0.1621038,2338.0644,state,fb-survey
az,smoothed_cli,4/11/2021,4/16/2021,5,0.721442,0.1128264,4738.3428,state,fb-survey
ca,smoothed_cli,4/11/2021,4/16/2021,5,0.4538774,0.042204,20829.4149,state,fb-survey
co,smoothed_cli,4/11/2021,4/16/2021,5,0.8941379,0.1204047,4681.7541,state,fb-survey
ct,smoothed_cli,4/11/2021,4/16/2021,5,0.5874661,0.1139673,3569,state,fb-survey
dc,smoothed_cli,4/11/2021,4/16/2021,5,0.2506266,0.2789482,399,state,fb-survey
de,smoothed_cli,4/11/2021,4/16/2021,5,0.6617647,0.2103963,1088,state,fb-survey
fl,smoothed_cli,4/11/2021,4/16/2021,5,0.771419,0.0609911,16177.0003,state,fb-survey
ga,smoothed_cli,4/11/2021,4/16/2021,5,0.632945,0.0907468,5976.9526,state,fb-survey
hi,smoothed_cli,4/11/2021,4/16/2021,5,0.4444444,0.1969813,980,state,fb-survey
ia,smoothed_cli,4/11/2021,4/16/2021,5,0.6565649,0.1219937,3459.6208,state,fb-survey
